title,release_date,developer,genres,multiplayer_or_singleplayer,price,overall_review,reviews,percent_positive,win_support,mac_support,lin_support
HueBots,26/08/2015,Huebotics,Casual;Free to Play;Indie;Strategy,Single-player;Steam Achievements;Steam Cloud;Includes level editor,Free to play,Positive,47,85%,1,1,1
FORWARD,01/05/2018,Yuuuge Games,Free to Play;Indie;Racing,Single-player;Partial Controller Support,Free to play,Positive,29,93%,1,0,0
City of Ages: Picture Supportive Text MUD (server and client included),13/10/2017,Darren N Lory,Adventure;Indie;Massively Multiplayer;RPG;Strategy,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Includes level editor;Includes Source SDK;Commentary available,Free to play,Positive,31,80%,1,0,0
The Hunt - Rebuilt,12/09/2017,Peddler Games,Indie;RPG,Single-player,Free to play,Positive,12,83%,1,0,0
Fractured Soul,05/02/2015,Endgame Studios,Action;Adventure;Indie,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,349,Positive,41,80%,1,0,0
Fat Chicken,04/12/2014,Mighty Rabbit Studios;Relevant Games,Action;Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards,Free to play,Positive,25,92%,1,1,1
Canek: Quest for Corn [Demo],16/02/2018,Guami Games,Action;Adventure;Casual;Free to Play;Indie,Single-player;Partial Controller Support,Free to play,Positive,10,80%,1,0,0
Astroloco: Worst Contact,11/03/2016,Hungry Planet Games,Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,259,Positive,14,100%,1,0,0
Wizard Prison,31/10/2018,Spectrum Nox Media;Team Wizard Prison,Free to Play;Indie,Single-player,Free to play,Positive,25,92%,1,0,0
Superstatic,15/09/2015,Sleepy Studios,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Includes level editor,259,Positive,12,83%,1,0,0
Hide & Spook: The Haunted Alchemist,28/10/2016,Murray Lorden,Action,Local Multi-Player,Free to play,Positive,27,96%,1,0,0
The Puppet Master,21/10/2016,AMS Game Development Association,Free to Play;Indie,Single-player;Partial Controller Support,Free to play,Positive,39,84%,1,1,1
Blade Ballet,09/08/2016,DreamSail Games,Action;Casual;Indie,Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,479,Positive,21,95%,1,0,0
Demon Truck,26/09/2016,Triger Mountain,Action;Casual;Indie;Racing,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,259,Positive,21,95%,1,1,1
Child of the Wind,16/06/2017,Freetale,Action;Casual;Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards,299,Positive,23,91%,1,0,0
